,date_ordinal,open,close,volume,low,high
551,736038,127.0358,128.1292,3707538,126.8565,128.4608
552,736039,127.8245,129.7694,4221939,127.3674,129.85
553,736040,129.7604,131.7859,5821180,129.4646,132.0369
554,736041,132.1086,131.8308,12089716,130.4147,132.2072
555,736044,132.019,133.211,3721648,131.4992,133.2827
556,736045,132.7001,132.736,4081925,132.503,133.7936
557,736046,132.6464,130.3161,4764221,130.0741,132.6732
558,736047,129.9397,132.6015,5044535,129.5005,132.8435
559,736051,132.4223,133.0049,3265084,131.9562,133.2289
560,736052,132.2789,133.8384,3138545,132.1982,134.2238
561,736053,134.3941,133.0138,3331216,132.9332,134.8063
562,736054,134.2507,135.7384,6780567,133.8653,137.2173
563,736055,134.896,136.6974,3925531,134.6629,137.0918
564,736058,136.5361,136.2941,3931222,136.1507,137.5937
565,736059,135.7205,134.4389,3337012,134.1252,135.8729
566,736060,134.3492,134.4568,4194606,132.4761,134.5733
567,736061,133.6054,132.8704,3662968,132.6464,134.0804
568,736062,133.5964,133.8563,3293822,132.7539,134.4299
569,736065,134.6719,133.7667,3846128,133.7398,136.1866
570,736066,134.0893,134.1073,3595750,133.1662,134.5375
571,736067,135.1111,135.5413,3168392,134.1073,135.5413
572,736068,135.7833,135.4785,3176500,134.7794,136.9125
573,736069,135.371,135.9804,3657576,135.2993,136.321
574,736072,136.0073,136.7064,6581705,135.7743,137.2531
575,736073,131.2751,129.0613,13190162,127.8155,131.7053
576,736074,129.2764,130.9524,6754264,129.0613,131.9293
577,736075,131.3737,133.8115,6017675,131.2661,134.5464
578,736076,133.937,133.0945,5191902,132.1982,135.3351
579,736079,132.7898,133.3723,2848935,131.8487,133.453
580,736080,133.2289,133.61430000000001,2979800,132.5567,134.2507
581,736081,133.8563,134.8601,3111190,133.5157,135.138
582,736082,134.2148,131.8128,3791509,131.5036,134.6002
583,736083,131.293,130.8001,4225790,129.2325,132.0548
584,736086,131.3557,130.1996,3502443,129.4467,131.7501
585,736087,129.6439,129.1778,3584261,128.0754,129.868
586,736088,128.4877,129.2854,2577086,128.4429,129.9576
587,736089,130.809,131.275,6501228,130.3609,132.019
588,736090,131.085,133.2839,4895811,130.7321,133.8993
589,736093,133.6549,133.3292,4302433,133.0306,134.1074
590,736094,134.1436,135.7091,3992651,133.6911,135.7724
591,736095,135.4738,134.7861,3093008,134.5961,136.7226
592,736096,135.0214,134.6865,3249232,133.1211,135.1842
593,736097,134.6413,133.673,2398002,133.4016,135.6096
594,736100,133.6097,135.2476,3069126,133.4197,135.7272
595,736101,135.0214,133.9264,3490574,133.2839,135.2838
596,736102,133.9174,133.3292,2491086,132.4424,134.397
597,736103,132.551,131.1484,3685595,130.2661,132.9582
598,736104,131.8542,133.2477,3671462,131.7094,133.483
599,736107,133.5735,132.8134,2103786,132.7138,133.8812
600,736108,132.9129,134.2069,2929257,132.9129,134.6051
601,736109,134.768,137.2655,4358039,134.379,137.6275
602,736110,137.1388,137.9442,3062943,136.6864,138.0076
603,736111,137.8628,138.3062,2457112,137.6818,138.3876
604,736115,138.0528,139.1206,5836645,137.7904,139.1839
605,736116,138.451,138.0076,2663419,137.1298,138.6953
606,736117,138.08,138.9034,2642601,137.6546,138.9034
607,736118,137.908,138.3514,2328256,137.2746,138.4872
608,736121,138.5324,138.2066,2378662,137.8537,139.3106
609,736122,138.7315,138.7496,4464985,138.1433,139.2925
610,736123,138.9306,139.3559,2935036,138.4872,139.4373
611,736124,138.3786,138.831,2021796,138.2066,139.1387
612,736125,138.2609,137.8809,3120563,137.4194,138.7495
613,736128,137.2112,136.8945,3610407,135.9896,137.9985
614,736129,136.8945,136.6954,2865833,136.0982,137.356
615,736130,137.0574,136.3516,2260406,136.2792,137.3583
616,736131,135.9082,136.6954,2449064,134.8313,136.9081
617,736132,136.6049,137.537,4663870,136.2832,138.1976
618,736135,138.089,139.003,3572102,138.0166,139.9622
619,736136,139.5007,139.4011,2760344,139.0753,139.8707
620,736137,139.1296,138.3786,2833664,137.7904,139.9984
621,736138,138.8582,140.5775,3969369,138.089,140.6951
622,736139,135.7091,132.6505,9082793,132.2795,136.2882
623,736142,132.2795,129.8543,5166665,128.9494,132.6595
624,736143,131.0126,131.8451,3997694,130.5059,131.8723
625,736144,132.5691,134.3427,3367736,132.5238,134.3608
626,736145,134.7046,137.347,3967126,134.5327,137.4646
627,736146,137.718,137.8628,2658280,137.0031,138.4238
628,736150,136.8131,137.2565,2465240,136.424,137.5461
629,736151,137.4103,137.8809,2569393,135.6638,137.9171
630,736152,138.2247,138.089,2138421,137.4465,139.0745
631,736153,139.3559,139.7721,3040593,138.5234,139.8988
632,736156,139.8988,140.5594,2833712,139.8083,141.2019
633,736157,141.1657,142.1068,3843793,140.7313,142.1792
634,736158,142.7493,142.9936,2746439,142.1249,143.2832
635,736159,143.7085,145.0387,4637644,143.5004,146.0522
636,736160,144.6948,144.5862,4476810,143.428,144.7672
637,736163,144.1519,144.6586,6729685,143.6361,145.464
638,736164,146.3961,144.4053,7120017,142.876,146.7218
639,736165,144.7582,146.016,4376286,144.4234,146.3327
640,736166,145.464,145.1925,4048975,144.6858,146.4594
641,736167,145.4911,146.6585,2520077,145.2188,146.749
642,736170,146.5951,147.1833,2804578,146.3689,147.3915
643,736171,147.1833,146.7037,2894559,146.025,148.043
644,736172,146.7037,146.4413,2162680,145.8531,147.1109
645,736173,146.0341,146.025,2340369,145.4278,146.4232
646,736174,146.016,145.3464,3547546,144.8125,146.2965
647,736177,145.3735,146.0974,2823588,144.6405,146.2784
648,736178,145.9346,145.3102,3080899,145.1111,146.0973
649,736179,144.903,145.3916,2861659,144.6043,145.5635
650,736180,145.5635,146.1879,2489068,144.8939,146.3237
651,736181,146.5951,147.9525,3812370,146.206,147.9615
652,736184,148.5276,147.8978,3039306,147.4779,149.0204
653,736185,148.0621,147.6513,2737530,147.5373,148.5659
654,736186,148.0347,147.9343,2466675,147.8202,148.4637
655,736187,148.0895,149.2577,8768585,148.0256,150.5538
656,736188,148.9474,147.8156,2543079,147.4232,149.1939
657,736191,148.2264,147.7517,2970415,147.6605,148.7466
658,736192,147.0489,146.6747,2210229,146.6656,147.7974
659,736193,146.9212,146.4374,3225919,145.8898,147.0946
660,736194,146.8482,147.2771,3652013,146.4375,147.8613
661,736195,146.8025,146.0723,2815184,145.5977,146.8664
662,736198,146.0358,146.0358,2039331,145.2418,146.5561
663,736199,146.337,146.2731,2838137,146.2458,147.2589
664,736200,145.9354,145.1687,3645837,144.5024,146.2001
665,736201,145.1231,144.7854,2575023,144.5937,145.616
666,736202,145.0136,144.5024,2498909,144.0735,146.4374
667,736205,144.9679,145.7803,2475879,144.6667,146.2275
668,736206,145.8168,145.4882,1813343,144.9497,146.1727
669,736207,145.7255,145.0136,2323649,144.4477,145.7255
670,736208,144.5024,145.616,2358385,144.3017,145.689
671,736209,145.9263,145.6251,2315366,145.26,146.5561
672,736213,145.9263,146.3553,2994056,145.2235,146.8208
673,736214,146.2092,147.5327,2867257,146.0358,147.6422
674,736215,146.5378,145.1231,3963164,144.904,147.1402
675,736216,144.2378,142.102,5185972,142.0655,144.5755
676,736219,141.7095,144.4751,4367529,141.3262,144.6941
677,736220,143.8727,142.2115,3636719,141.9286,144.1465
678,736221,142.1111,140.6051,3860553,140.0027,142.2663
679,736222,140.8333,142.0746,3662573,139.8384,142.6861
680,736223,141.5087,140.4134,6463644,140.0757,141.8373
681,736226,141.3536,141.3536,2450117,141.0615,142.5583
682,736227,142.2663,140.9702,2159092,140.9702,142.9052
683,736228,141.3901,141.9559,2473895,140.4408,142.0929
684,736229,142.5218,142.4853,2691115,142.102,143.4985
685,736230,142.0381,141.454,2702153,141.2075,142.4214
686,736233,140.9793,140.5412,2533325,140.0666,140.9793
687,736234,140.8516,143.0877,2987195,140.3861,143.0877
688,736235,143.2885,144.4751,3310008,142.5949,144.7808
689,736236,144.7854,144.3108,3374838,143.7175,150.5994
690,736237,145.0318,144.9862,3596878,144.2651,145.888
691,736240,144.2651,143.8544,2227800,143.3159,144.5481
692,736241,143.9092,142.8048,2884146,142.2206,144.6941
693,736242,143.3615,143.3707,1684458,143.0421,144.0552
694,736243,143.1516,143.1881,1950106,142.2845,143.6901
695,736244,143.4254,142.0837,2671852,141.3444,143.9366
696,736247,143.033,143.3159,2481288,142.9828,144.6576
697,736248,143.0512,141.2805,2901326,140.4591,143.252
698,736249,141.4448,140.8242,2963968,139.7198,141.4448
699,736250,140.2857,140.3039,2909948,138.9805,140.7603
700,736251,140.9885,140.9702,4358197,140.6416,141.9559
701,736254,140.9702,141.2623,5890421,140.8698,142.2845
702,736255,136.92680000000001,137.5657,12770570,134.8915,137.8213
703,736256,138.0677,138.0586,4632854,137.6661,139.1448
704,736257,138.0769,138.2959,4023103,137.8396,139.5555
705,736258,137.438,136.5709,4414206,136.507,137.9582
706,736261,137.2737,137.4288,2666740,137.2737,138.2959
707,736262,137.5384,137.7118,2647487,136.7534,137.9673
708,736263,137.5566,138.5606,2811728,137.1413,139.592
709,736264,139.4825,139.9662,4229336,138.7523,140.6142
710,736265,140.6051,139.2908,3654496,138.8983,140.9611
711,736268,139.4277,140.2765,3553172,139.4277,140.8607
712,736269,140.1031,139.4551,3191924,138.4967,140.4773
713,736270,139.1721,138.6884,3074438,138.4328,139.9616
714,736271,139.1995,139.0717,2878803,138.5515,140.3222
715,736272,139.0991,139.1265,2470368,138.6154,140.2309
716,736275,140.5504,142.1294,3804943,140.4134,142.4853
717,736276,142.3503,142.9121,3921944,140.9688,143.6121
718,736277,140.8767,142.5806,5403688,139.0716,143.2713
719,736278,145.2054,147.5632,7715807,145.141,148.429
720,736279,147.333,148.5303,4446630,146.7435,148.5947
721,736282,148.5119,145.712,5196498,145.1318,149.0737
722,736283,145.9054,146.1357,3476996,145.1041,146.5777
723,736284,145.9423,146.7067,2252806,145.5462,146.9461
724,736285,146.6422,147.1764,2261195,146.3014,147.2961
725,736286,147.1764,147.7198,2981633,146.633,148.0237
726,736289,147.9961,149.9118,4637097,147.7011,150.1236
727,736290,150.1236,149.8197,2770789,149.1566,150.1236
728,736291,149.1473,149.1842,2256165,148.6092,149.5526
729,736293,149.046,150.2526,1605344,149.046,150.2986
730,736296,150.3078,151.5235,4449355,149.8473,151.6525
731,736297,151.0446,150.6117,3148196,150.1512,151.4222
732,736298,150.446,149.4052,4397817,149.396,150.8604
733,736299,149.1566,147.1948,4635665,145.7949,149.3822
734,736300,146.4396,147.379,2740867,145.8962,147.6277
735,736303,148.1435,147.2132,3447052,146.9807,148.4198
736,736304,147.4803,147.6829,2858962,146.3751,148.0882
737,736305,147.9132,151.7722,4435050,147.7198,152.1314
738,736306,151.8459,152.2972,3266436,151.2472,152.8866
739,736307,152.1314,153.3655,3146930,151.6011,153.5497
740,736310,153.5497,152.4261,3392030,152.0301,153.6142
741,736311,152.5919,154.9957,5932271,152.5919,156.5264
742,736312,155.0694,155.1983,4124161,154.2221,156.4693
743,736313,154.7378,154.747,3388570,154.526,156.4325
744,736314,155.622,153.559,7120572,152.9419,155.7509
745,736317,153.6511,153.5129,2955906,152.8866,154.0471
746,736318,154.2589,154.3602,2174569,153.3011,154.9589
747,736319,153.1169,154.1116,3575721,152.1959,154.6734
748,736320,154.1392,153.8629,2802631,153.4208,154.9405
749,736321,153.8076,153.5405,1701228,153.3011,154.2589
750,736325,153.7892,153.9366,1397455,153.6695,154.7102
751,736326,154.0747,153.0616,1757500,152.8866,154.4892
752,736327,152.905,153.4392,1663542,152.8866,153.7984
753,736328,153.2919,152.8774,2952825,152.4261,153.5313
754,736332,153.8076,153.9826,2934299,152.8958,154.6089
755,736333,154.5168,155.8891,3381432,154.1392,156.4509
756,736334,155.8799,155.3733,2682301,154.0471,156.0088
757,736335,155.3641,156.1378,2945536,154.2865,156.497
758,736338,156.0825,154.4063,3189891,154.3786,156.3864
759,736339,154.7102,152.4445,4118694,152.2788,154.8115
760,736340,152.9327,154.4984,3599464,152.5182,154.5076
761,736341,154.5168,154.6826,2927973,152.4814,154.7378
762,736342,154.701,154.1208,2875433,153.6925,155.1707
763,736346,153.5221,154.6273,3315655,152.9972,154.8944
764,736347,154.2221,153.6234,4007779,153.5221,155.272
765,736348,153.7708,153.6326,6963386,152.7024,154.2221
766,736349,154.5536,157.0772,12690029,152.8866,157.1601
767,736352,156.6443,157.5193,5478224,156.5798,157.7219
768,736353,157.8232,162.0046,6952369,157.639,162.0967
769,736354,162.3361,164.2058,5922462,162.2164,165.0899
770,736355,163.9939,164.5465,3063924,163.4874,164.7491
771,736356,164.3715,163.294,3482105,163.294,165.0439
772,736359,162.9992,161.9125,4094755,160.7859,163.0821
773,736360,161.2217,160.7336,4138962,159.8955,161.7098
774,736361,161.1757,160.5217,2795745,159.2323,161.8227
775,736362,160.4665,160.7888,2620526,159.8402,161.148
776,736363,161.1757,161.9309,3309288,161.0743,162.4098
777,736366,161.4612,161.9677,2650785,160.6046,162.0782
778,736367,162.0967,164.3623,3873455,162.0046,164.5097
779,736368,164.7708,163.5362,2913126,163.267,164.7708
780,736369,163.5362,164.5016,3090710,163.2948,165.0493
781,736370,164.6501,165.8662,2930710,164.0839,166.0426
782,736373,166.386,166.4974,3093372,166.0147,166.9987
783,736374,165.7641,167.2122,2776528,165.5598,167.2122
784,736375,167.2772,168.651,2914292,166.9151,168.8738
785,736376,168.4375,168.419,3251547,167.8991,169.6814
786,736377,168.2519,167.7135,3552495,167.0915,168.5489
787,736381,167.6485,167.3329,4480299,166.2746,167.8249
788,736382,167.175,168.159,3020540,167.175,168.3354
789,736383,168.9481,168.6232,2282526,167.9455,169.4122
790,736384,167.2864,168.3447,3300093,166.9894,168.4746
791,736387,168.1962,166.5345,3691327,166.4231,168.2519
792,736388,166.516,166.9244,3273420,166.4881,167.6763
793,736389,167.5371,168.9017,3005564,167.1194,169.4586
794,736390,168.8367,167.5835,2918183,167.4907,168.8367
795,736391,167.1286,167.1379,1825048,166.8733,168.3168
796,736394,166.8316,167.5278,3204434,166.6923,168.0105
797,736395,167.7506,167.4443,2980516,167.2769,168.289
798,736396,167.7877,166.5809,3557396,166.4417,167.9734
799,736397,166.3025,164.4737,5444076,163.267,166.3953
800,736398,165.4299,165.0771,3100326,164.6965,166.6181
801,736401,165.0957,163.8054,3482189,163.7636,165.2906
802,736402,163.5455,163.1184,3147497,162.6459,164.1396
803,736403,163.1092,163.202,3815537,162.218,163.6383
804,736404,165.6619,164.5294,4311848,164.1396,166.1632
805,736405,163.6476,163.0535,5920967,163.0535,164.1117
806,736408,163.0535,163.0999,2476125,162.58,163.5455
807,736409,163.3876,161.4104,3927741,161.3733,163.5919
808,736410,161.5589,162.2459,3450512,160.4078,162.5058
809,736411,161.921,162.283,3739976,161.1133,163.072
810,736412,162.5615,161.364,3221675,160.9555,162.9142
811,736415,160.3057,161.3083,3259049,159.7522,161.6703
812,736416,161.4661,161.9952,3523870,160.5935,162.4501
813,736417,161.8003,161.4661,3085606,161.0205,161.9766
814,736418,161.3918,161.3918,3168254,161.234,162.0695
815,736419,161.5032,161.6517,2913684,161.234,162.4037
816,736422,161.3547,161.9859,4286498,160.9463,162.3294
817,736423,161.0762,162.0045,3108885,160.8349,162.4129
818,736424,162.1716,160.4821,6238894,160.4171,163.6847
819,736425,161.0298,160.0829,3435403,159.8973,161.0298
820,736426,159.7395,159.7952,3588302,158.9968,160.5285
821,736429,160.1572,158.9226,3789936,158.7369,160.1851
822,736430,158.412,158.347,4891911,156.8618,158.9504
823,736431,158.7741,158.4213,3276931,157.8272,158.9226
824,736432,157.7344,157.3723,3205462,157.3723,159.0711
825,736436,157.5766,158.8298,3720218,157.4559,159.0154
826,736437,158.542,157.8551,6345465,157.6508,159.3774
827,736438,150.1596,150.0946,19284284,148.1545,150.9765
828,736439,149.7511,150.6608,6487379,148.9899,150.7537
829,736440,150.4288,148.8785,5607756,148.8785,150.4845
830,736443,149.7233,149.222,5320608,148.9157,149.9832
831,736444,150.1781,148.8878,4860407,148.8785,150.4195
832,736445,149.0178,148.5815,4328001,148.4237,149.5469
833,736446,148.795,148.8228,4122943,148.1823,148.9714
834,736447,148.9899,148.795,4154147,148.2473,149.0735
835,736450,148.5722,147.449,4935312,147.319,148.9157
836,736451,148.0059,147.6903,3208239,147.2633,148.0524
837,736452,147.3561,147.254,3993396,147.1519,148.0152
838,736453,147.4954,147.6439,4280613,147.0034,147.7275
839,736454,142.5105,143.9308,12521335,142.0278,144.6084
840,736457,143.2277,143.4433,7491966,142.6653,143.8557
841,736458,143.0402,142.5809,6853043,142.0609,143.5089
842,736459,142.1507,141.7748,4999861,141.6623,142.8246
843,736460,141.5873,141.2124,5627964,140.4063,141.6811
844,736461,140.8843,140.9499,3715702,140.6031,141.7889
845,736464,141.1843,142.0185,4245471,141.0251,142.3185
846,736465,142.1591,144.0526,5513690,142.1591,144.3432
847,736466,143.6964,141.4749,5191494,141.4374,144.4838
848,736467,141.4092,141.3343,3274371,140.7062,141.8498
849,736468,141.5498,142.4591,5643264,141.4374,142.909
850,736471,142.5716,143.0777,3302539,142.1021,143.2652
851,736472,143.0121,142.5059,2564503,142.4028,144.0526
852,736473,142.6747,142.9559,3732399,141.7561,143.1902
853,736474,143.6495,143.6026,2582815,143.3645,144.0994
854,736475,143.2746,142.9371,2443507,142.5341,143.4152
855,736479,142.431,142.2247,3666032,142.0935,143.1059
856,736480,142.5059,143.0684,3543404,142.1498,143.2277
857,736481,143.2277,143.1059,2918126,142.131,143.2933
858,736482,143.4808,142.5247,3585701,142.2904,143.6026
859,736485,142.3091,142.8621,3975268,142.1803,143.3496
860,736486,142.4778,142.8246,3797173,142.4778,143.3121
861,736487,143.462,141.5217,4865712,141.353,144.54
862,736488,141.5405,142.5716,3708962,141.4655,143.2465
863,736489,142.4778,144.4463,4361460,142.3653,144.6009
864,736492,144.5306,145.4586,6471479,144.3713,147.3521
865,736493,145.7023,144.5869,3523529,144.4931,145.7398
866,736494,144.3244,144.1744,3049726,143.3589,145.2336
867,736495,143.687,144.5588,4654297,143.687,144.9993
868,736496,144.5681,145.6461,6741963,143.3848,145.6836
869,736499,145.7679,145.1399,4629592,144.8587,146.096
870,736500,144.8025,145.243,4481843,144.5869,145.6545
871,736501,146.0304,144.1557,3959668,143.7807,146.0304
872,736502,144.8681,144.7275,2376819,144.062,145.2805
873,736503,144.6712,144.4556,3282205,144.1651,144.9899
874,736506,145.0181,145.5055,2153494,144.9431,145.9929
875,736507,145.2899,145.0555,2386491,144.8212,145.6086
876,736508,145.4305,145.5898,2220954,145.0837,145.8054
877,736509,145.618,144.4744,3262159,143.9963,145.9835
878,736510,144.615,144.1932,3571536,143.5464,144.8212
879,736513,143.9588,145.8336,2822651,143.9026,146.2507
880,736515,146.0116,144.0432,3564354,144.0057,146.1241
881,736516,143.7526,142.8153,2757522,142.6934,144.1932
882,736517,143.059,143.3589,2460060,142.6091,143.8745
883,736520,143.3308,143.8089,3206209,143.0684,144.2494
884,736521,143.6589,143.5933,3447509,142.5247,144.0245
885,736522,143.8651,144.0713,3097850,143.462,144.5775
886,736523,144.0713,144.0057,2476112,143.5933,144.5306
887,736524,144.3619,144.5775,3256372,143.7901,144.929
888,736527,143.9682,143.4246,4762592,142.7027,144.24
889,736528,142.8153,144.3525,7566818,142.4778,144.6244
890,736529,140.6219,138.2878,14293610,137.5192,140.8375
891,736530,138.2878,138.4097,7212233,137.8192,139.5064
892,736531,138.3441,137.866,6509459,137.3317,138.6066
893,736534,137.7911,136.8443,3877593,136.6662,137.8285
894,736535,137.388,137.0318,4208895,136.8818,138.2504
895,736536,137.1068,136.2538,3932361,135.4195,137.2849
896,736537,135.9163,135.982,6430841,134.6415,136.2866
897,736538,135.7382,135.2508,3054834,134.829,135.9538
898,736541,135.3352,135.607,4355718,135.1383,135.8507
899,736542,135.9163,136.0663,2549397,135.3539,136.2819
900,736543,136.0288,135.4008,3540949,135.1852,136.1882
901,736544,135.3821,135.8601,3035393,135.3821,136.235
902,736545,135.9163,136.0663,2549400,135.3539,136.2819
903,736548,135.9163,134.4822,4618284,133.8073,136.0007
904,736549,134.5106,134.6148,3298718,134.5106,135.2305
905,736550,134.2738,134.2927,2925770,133.7433,134.539
906,736551,134.1696,134.359,4525378,133.7812,134.9084
907,736552,134.9369,134.359,3004360,134.0559,135.0695
908,736555,134.5106,134.8137,2248607,134.4538,135.2305
909,736556,135.0316,134.5769,4681545,133.1655,135.7799
910,736557,134.3117,134.9842,3287821,134.1412,135.3726
911,736558,135.0032,133.2792,4422087,133.2792,135.3536
912,736559,133.4402,132.3319,4152714,132.2182,133.7054
913,736562,132.2277,132.9287,3190691,131.792,133.0139
914,736563,133.2223,133.5728,2544446,132.976,133.7054
915,736564,133.2792,134.6432,4048317,133.2602,135.5052
916,736565,134.9842,135.401,3592183,134.7474,136.102
917,736566,135.742,136.1588,2872893,135.6947,136.5851
918,736569,136.5093,134.9937,5134463,134.88,136.9356
919,736570,134.6053,135.5905,3009520,134.4159,135.8604
920,736571,135.7041,135.0411,2735966,134.899,135.7231
921,736572,135.4768,135.4863,3656428,135.1074,136.083
922,736573,135.4389,136.4809,3351733,135.4389,136.8787
923,736577,135.9315,135.4957,3098735,135.1737,136.7438
924,736578,136.2914,136.2346,3273344,135.9315,136.8503
925,736579,136.4998,135.3631,4188158,134.899,137.0114
926,736580,135.5999,134.9369,3366169,134.1696,135.5999
927,736583,135.9694,137.2197,4613381,135.4673,137.4755
928,736584,137.4566,138.0723,5238148,136.8882,138.6501
929,736585,137.6839,138.2901,4100980,137.6744,138.5743
930,736586,138.167,137.8639,3756861,137.8355,138.6596
931,736587,137.1819,137.1819,7397233,136.4809,137.5134
932,736590,137.1724,136.9261,3019514,136.6609,137.807
933,736591,137.1534,136.7745,3464383,136.6135,137.3334
934,736592,137.2861,138.1859,5447519,136.803,138.1859
935,736593,137.9681,137.5987,2555596,137.4471,138.1965
936,736594,137.9112,137.4755,2792323,136.964,137.9112
937,736597,137.466,138.1765,5213144,137.2671,138.328
938,736598,138.6406,138.8301,4488620,138.2428,139.6447
939,736599,138.9438,137.9776,3502736,137.3808,139.1522
940,736600,137.665,137.9776,2774788,136.604,138.167
941,736601,137.7786,137.4281,2654731,137.2766,138.006
942,736604,137.6839,138.9248,2973224,137.5513,139.119
943,736605,138.9532,139.0385,2302724,138.6217,139.4362
944,736606,139.2469,138.7543,2244433,138.4038,139.2658
945,736607,138.9438,138.9816,2686539,138.7543,139.7584
946,736608,138.9059,138.7543,2623184,138.6027,139.1048
947,736611,138.7732,139.6163,2682556,138.6312,139.9952
948,736612,139.9194,140.6678,4032601,139.8626,141.094
949,736613,140.573,139.8342,3702238,139.5121,140.6393
950,736614,139.7773,139.2753,3264344,139.029,140.0899
951,736615,139.7016,139.3416,2506584,139.19,140.052
952,736618,139.4553,139.0858,3052091,138.7827,139.8815
953,736619,138.8964,138.8111,6372393,138.4701,139.3605
954,736620,148.8331,151.116,30490192,148.6721,152.7264
955,736621,151.3718,152.4138,9914169,150.6945,152.4706
956,736622,152.5748,153.5221,7868803,151.3434,153.9104
957,736625,153.5031,151.135,5779378,151.1255,153.9388
958,736626,151.2297,147.6585,8194690,146.9869,151.2771
959,736627,147.7817,145.3993,5444800,144.9873,148.1227
960,736628,146.1713,145.4988,4300543,145.4419,146.9386
961,736629,146.3892,145.5746,4895186,144.8461,146.4745
962,736632,145.6503,146.2187,4210402,144.6557,146.4366
963,736633,146.1903,145.9345,4328258,144.8641,146.7586
964,736634,145.9724,145.9061,3240246,145.7166,146.7302
965,736635,146.0482,145.262,3397628,144.8452,146.3418
966,736636,145.3283,143.5853,4431825,143.5001,145.3756
967,736639,143.7653,142.8843,4498871,142.3539,143.8127
968,736640,143.3864,143.3674,3701052,142.5623,143.519
969,736641,143.6043,143.5758,4634439,142.3539,143.7884
970,736642,143.4418,143.7958,4776056,143.3749,145.2309
971,736643,144.1307,142.7052,4307276,142.686,144.3603
972,736646,142.4373,141.9781,5107546,141.5188,142.5521
973,736647,141.5475,142.4469,3757951,141.1074,142.5234
974,736648,141.5954,140.7343,4773328,139.8838,142.2699
975,736649,141.337,142.6669,5446453,141.117,143.174
976,736650,142.8774,142.5234,4916500,142.3894,143.6523
977,736653,144.1211,143.9967,5676495,143.4131,145.3744
978,736654,144.7526,145.3744,3756184,144.6569,145.8528
979,736655,145.4223,145.2022,3213596,144.7813,145.7954
980,736657,145.3744,145.2692,1193025,144.7813,145.6136
981,736660,145.4797,145.4031,3374042,145.0587,145.8911
982,736661,145.7571,145.8719,3973670,145.1352,146.312
983,736662,146.1972,146.9052,5098702,145.5849,146.9626
984,736663,147.0009,147.307,6500769,146.4555,147.728
985,736664,147.7184,148.0628,5567852,146.2953,148.3116
986,736667,148.9334,149.6893,4664316,148.3594,150.0145
987,736668,149.6797,148.6273,5068043,147.9863,149.9571
988,736669,148.9526,147.4314,3410728,147.4218,149.4596
989,736670,147.3644,146.9243,3771429,146.6277,147.7662
990,736671,147.2783,148.1107,3520281,146.9052,148.3211
991,736674,148.2637,148.6847,4102719,147.8811,149.1439
992,736675,148.4838,149.9571,6321801,148.4455,151.0191
993,736676,149.8232,147.2496,5661618,147.2305,149.9476
994,736677,147.8141,147.3357,4637440,147.0487,148.3977
995,736678,147.0965,145.9006,11279854,145.451,147.1444
996,736681,146.7712,146.6947,5092838,146.5799,147.5079
997,736682,147.4649,146.599,4116449,146.4651,147.4984
998,736683,147.0009,146.3312,3785667,146.1685,147.2305
999,736684,146.5416,144.9439,4153935,144.9343,146.8191
1000,736685,145.1448,145.9006,2990583,144.9439,146.379
1001,736689,145.9102,146.2163,2479017,145.9006,147.2018
1002,736690,146.3312,146.5034,2149257,146.0059,146.5512
1003,736691,146.5703,147.374,2687624,146.5703,147.4505
1004,736692,147.4984,146.7808,3327087,146.776,148.0246
1005,736696,147.8141,147.5749,4202503,146.8956,148.1107
1006,736697,150.5312,151.6314,9441567,149.5649,152.8943
1007,736698,152.7412,154.7025,7556249,152.4733,155.2992
1008,736699,155.4105,155.4583,5195764,154.1294,155.8506
1009,736702,155.621,156.3959,5237523,154.7035,156.8121
1010,736703,156.8073,156.7403,4341810,156.0036,157.41
1011,736704,155.8601,157.0752,4174105,155.4679,157.2187
1012,736705,157.6684,157.0943,3794453,156.2333,157.8023
1013,736706,156.9221,156.0802,5031886,155.9749,157.6109
1014,736710,157.9554,156.7595,7794195,156.2811,158.1371
1015,736711,160.7394,161.3517,11710033,160.0219,161.8065
1016,736712,162.6433,161.8014,14259345,160.8734,163.7244
1017,736713,157.3431,155.3435,21172488,154.3198,158.2424
1018,736716,154.5207,155.5636,8480795,154.138,156.8838
1019,736717,155.774,159.0556,7466232,155.4775,159.0652
1020,736718,159.534,158.2137,5645003,157.6875,161.4187
1021,736719,158.7303,158.3094,3302520,158.0415,159.5627
1022,736720,158.9312,160.0984,3787913,158.6155,160.1694
1023,736723,160.2037,159.5818,3516995,158.826,161.103
1024,736724,159.0173,156.5394,4902341,156.0945,159.5531
1025,736725,156.6638,156.616,4072830,155.7176,157.8501
1026,736726,156.128,155.3722,4434242,154.8938,157.0273
1027,736727,154.7025,152.148,5251938,151.9914,154.9895
1028,736730,151.0574,145.9293,8746599,143.5088,151.641
1029,736731,143.7863,148.6177,9867678,142.6573,148.7612
1030,736732,147.4984,147.1922,6149207,146.6469,148.6177
1031,736733,147.3178,142.5934,6779095,142.5064,147.9748
1032,736734,143.5692,144.4484,7828290,139.507,145.4435
1033,736737,145.7913,146.2744,5881377,145.2116,147.2406
1034,736738,145.7913,145.6464,4891010,144.574,146.0609
1035,736739,145.1054,149.5207,5479033,144.9218,149.7525
1036,736740,150.2356,150.7283,5623581,148.4965,151.5496
1037,736741,150.4385,150.8926,4282908,150.4192,152.4486
